Income ,cigtax,edu_fa,edu_mo,birthorder,male,white,cig_p,bwghtlbs,lfaminc,,,,
6.5,30,0,12,2,0,0,0,7.0625,1.871802,,,,
6.5,30,12,12,2,1,0,0,8.6875,1.871802,,,,
32.5,30,12,16,1,0,1,0,6.375,3.48124,,,,
22.5,30,12,12,1,1,1,0,8.6875,3.113515,,,,
15.5,30,11,13,2,0,1,0,7.4375,2.74084,,,,
6.5,30,0,11,2,0,0,10,5.6875,1.871802,,,,
27.5,30,16,13,4,0,1,0,9.5625,3.314186,,,,
42.5,30,15,14,2,1,0,0,5.4375,3.749504,,,,
9.5,30,0,12,1,1,1,15,5,2.251292,,,,
32.5,30,10,11,2,1,1,20,7.75,3.48124,,,,
22.5,30,17,18,2,1,1,0,9.3125,3.113515,,,,
4.5,30,13,14,1,1,1,0,8.4375,1.504077,,,,
27.5,30,12,12,1,1,0,0,8.25,3.314186,,,,
37.5,30,12,12,1,1,1,0,8.875,3.624341,,,,
8.5,30,0,12,3,0,1,0,8.125,2.140066,,,,
27.5,30,10,12,1,1,1,0,7.6875,3.314186,,,,
47.5,30,12,12,1,1,1,0,7.875,3.86073,,,,
32.5,30,13,16,1,1,1,0,7.25,3.48124,,,,
27.5,30,12,12,6,0,1,0,7.25,3.314186,,,,
6.5,30,0,9,2,0,0,0,6.1875,1.871802,,,,
12.5,30,12,12,3,0,1,3,7.4375,2.525729,,,,
32.5,30,14,15,1,0,1,0,7.625,3.48124,,,,
5.5,30,0,11,2,0,0,10,7.1875,1.704748,,,,
22.5,30,16,14,3,0,1,0,6.9375,3.113515,,,,
10.5,30,0,12,1,1,1,0,6.75,2.351375,,,,
32.5,30,16,13,1,1,1,0,8.75,3.48124,,,,
32.5,30,18,16,2,0,1,0,7.4375,3.48124,,,,
27.5,30,14,16,2,1,0,0,8.375,3.314186,,,,
12.5,30,16,14,1,1,1,15,8.125,2.525729,,,,
8.5,30,0,12,5,0,1,0,6.6875,2.140066,,,,
42.5,30,14,15,1,0,1,0,9.1875,3.749504,,,,
4.5,30,0,16,1,1,1,0,6.8125,1.504077,,,,
37.5,30,12,14,1,1,1,0,7.125,3.624341,,,,
18.5,30,12,12,1,1,1,0,7.375,2.917771,,,,
42.5,30,16,16,1,0,1,0,6.875,3.749504,,,,
42.5,30,12,12,1,0,1,0,7.9375,3.749504,,,,
17.5,30,11,10,2,1,1,20,6.375,2.862201,,,,
47.5,30,18,17,3,1,1,0,9.875,3.86073,,,,
22.5,30,15,16,1,0,1,0,7.0625,3.113515,,,,
15.5,30,12,12,1,1,1,0,7.5625,2.74084,,,,
1.5,30,10,11,3,0,0,0,8.125,0.4054651,,,,
5.5,30,0,12,1,1,0,0,5.3125,1.704748,,,,
12.5,30,14,12,1,1,1,0,5.4375,2.525729,,,,
22.5,30,16,16,3,0,1,0,8.4375,3.113515,,,,
27.5,30,12,12,4,1,1,0,6.875,3.314186,,,,
5.5,30,0,16,2,1,1,0,9.125,1.704748,,,,
65,8,18,16,2,0,1,0,8.4375,4.174387,,,,
27.5,8,0,14,2,0,1,0,7.375,3.314186,,,,
37.5,8,16,13,2,0,1,0,6.9375,3.624341,,,,
